superregion2,iso3,countryname,female,adult,urban,edu,v01_wt_median,v02_wt_median,v05_wt_median,v06_wt_median,v10_wt_median,v15_wt_median,v16_wt_median,v23_wt_median,v36_wt_median,v41_wt_median,v57_wt_median
SSA,BWA,Botswana,0,1,999,3,75.761909,135.14462,11.16403,7.7969928,17.566494,319.08167,25.565329,75.100601,540.63568,1922.5829,53.517113
SSA,BWA,Botswana,0,1,999,999,63.912418,123.59913,9.5446501,6.4031353,13.727617,312.96945,18.016607,74.082832,520.23865,1901.6053,38.594604
SSA,BWA,Botswana,0,999,0,1,37.004536,96.585251,6.7206154,2.9993925,5.7227836,133.18953,6.1867294,63.837227,543.50476,1986.703,18.389736
SSA,BWA,Botswana,0,999,0,2,46.881287,103.73859,7.6985092,3.6246915,8.0379162,164.22794,10.679976,66.095413,533.11731,1996.8564,28.660728
SSA,BWA,Botswana,0,999,0,3,58.987358,117.48302,9.5897694,4.7498374,11.361769,166.5405,17.784977,67.166916,566.61145,2033.5708,45.886879
SSA,BWA,Botswana,0,999,0,999,49.749546,107.45421,8.2105122,3.9243684,8.8702869,161.47878,12.510756,66.192749,545.31842,2007.7944,33.16993
SSA,BWA,Botswana,0,999,1,1,45.569145,96.544739,7.2812276,5.5248165,8.644516,313.8765,11.641478,72.716331,513.07941,1808.7692,27.903854
SSA,BWA,Botswana,0,999,1,2,57.72393,103.74403,8.2271967,6.6434078,12.273932,389.48969,20.45969,74.931091,503.6087,1818.1438,43.560341
SSA,BWA,Botswana,0,999,1,3,72.611275,117.53185,10.428542,8.7641277,17.291487,389.24445,33.557446,76.116821,536.16431,1843.4009,70.41835
SSA,BWA,Botswana,0,999,1,999,61.250141,107.46874,8.8448906,7.2150364,13.515224,380.85712,23.774132,75.070946,515.39716,1825.3983,50.631256
SSA,BWA,Botswana,0,999,999,1,42.349876,96.559967,7.0705051,4.5755601,7.5462952,245.95988,9.5911465,69.378853,524.51569,1875.6509,24.327688
SSA,BWA,Botswana,0,999,999,2,53.648399,103.74198,8.0284739,5.5087328,10.681699,304.8183,16.783691,71.60994,514.70038,1885.3184,37.959877
SSA,BWA,Botswana,0,999,999,3,67.490318,117.51349,10.113264,7.2552357,15.062624,305.53448,27.628891,72.752731,547.60876,1914.8821,61.197464
SSA,BWA,Botswana,0,999,999,999,56.927296,107.46327,8.6064405,5.9781399,11.769285,298.39719,19.540453,71.73381,526.64392,1893.9573,44.06789
SSA,BWA,Botswana,1,0,0,1,29.385777,77.121193,5.7174463,2.6678491,4.6126513,117.50758,6.9527459,59.675598,564.46936,1990.412,21.093735
SSA,BWA,Botswana,1,0,0,2,37.220116,82.814484,6.6939855,3.2193933,6.5432377,145.78024,11.950332,61.517902,555.86969,2009.4556,32.382191
SSA,BWA,Botswana,1,0,0,3,46.884872,93.652237,8.3423433,4.2082062,9.1354589,148.18475,20.18541,62.568584,591.78619,2051.0281,52.581917
SSA,BWA,Botswana,1,0,0,999,39.51569,85.738365,7.1261787,3.4825311,7.1782479,143.37418,14.096093,61.655426,568.66602,2020.9875,37.755219
SSA,BWA,Botswana,1,0,1,1,36.224613,77.107628,6.1672568,4.8559122,7.0488272,277.64258,13.154666,67.697464,534.02014,1816.2145,32.448601
SSA,BWA,Botswana,1,0,1,2,45.870049,82.796654,7.2227173,5.9010859,9.8977461,342.99533,22.996817,70.083839,526.35242,1827.65,49.263855
SSA,BWA,Botswana,1,0,1,3,57.755386,93.704048,8.9856834,7.7192554,13.901035,345.28958,37.597324,70.911316,557.38428,1864.9756,80.402245
SSA,BWA,Botswana,1,0,1,999,48.691803,85.743942,7.683713,6.3814182,10.893416,336.35919,26.690157,70.086349,537.4353,1838.6443,57.612808
SSA,BWA,Botswana,1,0,999,1,33.65403,77.112724,5.9981818,4.033463,6.1331172,217.45103,10.823487,64.682205,545.46539,1881.6918,28.180534
SSA,BWA,Botswana,1,0,999,2,42.618713,82.80336,7.0239773,4.8930912,8.6368532,268.86612,18.844664,66.864075,537.44739,1895.9871,42.918373
SSA,BWA,Botswana,1,0,999,3,53.66938,93.68457,8.743865,6.3995223,12.10975,271.20181,31.052534,67.775452,570.31525,1934.9089,69.945137
SSA,BWA,Botswana,1,0,999,999,45.242687,85.741844,7.4741468,5.2917843,9.4969587,263.82001,21.956301,66.917328,549.17432,1907.1835,50.148735
SSA,BWA,Botswana,1,1,0,1,39.034954,109.26006,7.4984932,3.1493402,6.8263664,129.12581,5.699851,64.378868,551.19073,2016.6759,16.154381
SSA,BWA,Botswana,1,1,0,2,49.44001,117.4364,8.4067926,3.774725,9.5646906,159.58295,10.036965,66.405037,537.85205,2037.0084,24.908497
SSA,BWA,Botswana,1,1,0,3,62.282131,132.63408,10.860312,5.0250945,13.473605,161.37759,16.517897,67.591393,574.87933,2066.0383,40.265076
SSA,BWA,Botswana,1,1,0,999,52.490822,121.51473,9.111762,4.1156154,10.5418,156.72903,11.67996,66.566429,551.55005,2044.2654,28.973791
SSA,BWA,Botswana,1,1,1,1,48.116631,109.17123,8.0170374,5.8761153,10.235912,304.93539,10.980811,73.273323,518.38245,1838.8419,24.685827
SSA,BWA,Botswana,1,1,1,2,60.931549,117.32727,9.0467949,6.9778538,14.585267,377.47729,19.051695,75.549355,511.29697,1845.912,37.861301
SSA,BWA,Botswana,1,1,1,3,76.759689,132.66052,11.389964,9.3552427,20.42289,378.64703,31.666367,76.616447,542.62189,1875.4392,61.069317
SSA,BWA,Botswana,1,1,1,999,64.692802,121.45253,9.7017002,7.6358833,16.0151,369.65787,22.291628,75.643219,522.41046,1854.8328,44.011234
SSA,BWA,Botswana,1,1,999,1,44.703011,109.20462,7.8221273,4.8511753,8.9543324,238.8521,8.9958038,69.930077,530.71442,1905.686,21.479027
SSA,BWA,Botswana,1,1,999,2,56.612106,117.36829,8.8062305,5.7738619,12.698133,295.57516,15.663239,72.112183,521.27844,1917.7412,32.992599
SSA,BWA,Botswana,1,1,999,3,71.317871,132.65059,11.190879,7.7276268,17.810793,296.9798,25.972361,73.224113,554.74683,1947.0818,53.24942
SSA,BWA,Botswana,1,1,999,999,60.106323,121.47591,9.4799547,6.3126855,13.957797,289.62219,18.302914,72.231438,533.36346,1926.0366,38.358959
SSA,BWA,Botswana,1,999,0,1,34.898155,95.481476,6.7349224,2.9429152,5.8773017,124.14484,6.2369933,62.36248,556.88361,2005.4163,18.271984
SSA,BWA,Botswana,1,999,0,2,44.201088,102.59327,7.6724768,3.5366428,8.269331,153.66544,10.857265,64.309822,545.5766,2025.1959,28.112623
SSA,BWA,Botswana,1,999,0,3,55.681011,115.92177,9.7808075,4.6748781,11.613753,155.72156,18.090237,65.438019,582.12769,2059.6033,45.545563
SSA,BWA,Botswana,1,999,0,999,46.928116,106.17666,8.2605009,3.8441989,9.0997753,151.00352,12.715806,64.460976,558.888,2034.2856,32.738567
SSA,BWA,Botswana,1,999,1,1,43.018276,95.424896,7.2239981,5.4387331,8.8695431,293.23438,11.912786,70.882835,525.08661,1829.1411,28.013887
SSA,BWA,Botswana,1,999,1,2,54.47438,102.52329,8.2647762,6.5162215,12.575631,362.69418,20.74305,73.206177,517.75159,1838.0828,42.749813
SSA,BWA,Botswana,1,999,1,3,68.612152,115.95908,10.3592,8.653861,17.626837,364.34601,34.209091,74.17054,548.95081,1870.9531,69.357742
SSA,BWA,Botswana,1,999,1,999,57.832848,106.14352,8.8365479,7.0980682,13.819328,355.38205,24.177368,73.260872,528.85193,1847.8923,49.842506
SSA,BWA,Botswana,1,999,999,1,39.966084,95.446159,7.040164,4.5006051,7.7448192,229.677,9.7793694,67.680206,537.03845,1895.3993,24.3521
SSA,BWA,Botswana,1,999,999,2,50.61285,102.54959,8.0421419,5.3962574,10.956979,284.12445,17.027182,69.862221,528.21045,1908.4149,37.247986
SSA,BWA,Botswana,1,999,999,3,63.751591,115.94505,10.141792,7.1582403,15.366637,285.92822,28.150333,70.888153,561.42133,1941.8629,60.407215
SSA,BWA,Botswana,1,999,999,999,53.733974,106.15598,8.6200237,5.8750038,12.045343,278.56024,19.869196,69.953171,540.14191,1917.9539,43.413479
SSA,BWA,Botswana,999,0,0,1,30.361496,77.78978,5.7365804,2.7068572,4.5709286,121.26805,6.8563094,60.414536,558.72504,1982.1268,21.089314
SSA,BWA,Botswana,999,0,0,2,38.466072,83.533142,6.6830206,3.260078,6.4343576,150.34846,11.803621,62.473083,548.71094,1995.9691,32.762833
SSA,BWA,Botswana,999,0,0,3,48.419472,94.552307,8.3468208,4.2815852,9.045187,152.56441,19.890652,63.464828,583.8866,2035.4153,52.729355
SSA,BWA,Botswana,999,0,0,999,40.826103,86.511078,7.1237011,3.5337887,7.0830884,147.78896,13.906329,62.566746,561.4234,2007.3892,38.015537
SSA,BWA,Botswana,999,0,1,1,37.406998,77.775116,6.2090521,4.9553509,6.955574,285.31161,13.024627,68.651733,526.95325,1810.2644,32.291512
SSA,BWA,Botswana,999,0,1,2,47.375557,83.541359,7.1334877,5.9910645,9.8179073,353.61322,22.785919,70.972183,518.45203,1819.1542,49.760574
SSA,BWA,Botswana,999,0,1,3,59.640625,94.60836,9.0282593,7.8191395,13.813008,356.68842,37.09359,72.019409,550.85571,1850.46,81.000244
SSA,BWA,Botswana,999,0,1,999,50.28577,86.532448,7.6526928,6.4757271,10.809364,346.90063,26.392002,71.054482,530.08081,1828.4546,58.06892
SSA,BWA,Botswana,999,0,999,1,34.758736,77.780624,6.0314593,4.1101866,6.0592332,223.65091,10.706079,65.555534,538.89563,1874.8639,28.080828
SSA,BWA,Botswana,999,0,999,2,44.026657,83.538269,6.9641662,4.964541,8.5460987,277.21005,18.657892,67.777542,529.82581,1885.6154,43.37146
SSA,BWA,Botswana,999,0,999,3,55.422817,94.587288,8.7721205,6.4894438,12.02088,279.96228,30.62735,68.803909,563.27136,1919.981,70.373779
SSA,BWA,Botswana,999,0,999,999,46.730072,86.524422,7.453856,5.3699117,9.4087324,272.05856,21.698889,67.864113,541.86188,1895.7126,50.531258
SSA,BWA,Botswana,999,1,0,1,40.260719,110.15501,7.4957447,3.1753345,6.7537184,134.30943,5.713131,65.165459,543.71814,2007.0381,16.192829
SSA,BWA,Botswana,999,1,0,2,50.995461,118.36333,8.4618111,3.8281436,9.4877644,165.50281,9.9686031,67.299393,532.21643,2022.9712,24.991215
SSA,BWA,Botswana,999,1,0,3,64.207306,133.8457,10.724035,5.0453167,13.382419,167.66008,16.427681,68.483536,567.15063,2055.499,40.280037
SSA,BWA,Botswana,999,1,0,999,54.130699,122.53175,9.0972729,4.155004,10.460663,162.685,11.613637,67.447861,545.01758,2031.8771,29.029194
SSA,BWA,Botswana,999,1,1,1,49.603313,110.08006,8.0604515,5.8887224,10.154774,317.48383,10.813435,74.21994,513.10516,1825.8893,24.60364
SSA,BWA,Botswana,999,1,1,2,62.824799,118.29894,9.1081667,7.0346365,14.447209,393.23993,18.911892,76.450256,504.79956,1835.2511,38.030037
SSA,BWA,Botswana,999,1,1,3,79.070976,133.87863,11.451069,9.3972378,20.287012,392.12463,31.402813,77.544662,536.25598,1862.6533,61.269371
SSA,BWA,Botswana,999,1,1,999,66.677696,122.49822,9.7609539,7.6828022,15.884198,384.30478,22.107967,76.558289,516.09436,1843.2131,44.161903
SSA,BWA,Botswana,999,1,999,1,46.091621,110.10824,7.8481894,4.8688145,8.8763857,248.63223,8.8963337,70.816544,524.612,1893.9795,21.442184
SSA,BWA,Botswana,999,1,999,2,58.378387,118.32315,8.8652143,5.82938,12.583054,307.63812,15.550289,73.010635,515.10504,1905.8113,33.129005
SSA,BWA,Botswana,999,1,999,3,73.484024,133.86624,11.177792,7.7614374,17.691713,307.7529,25.773958,74.138763,547.86859,1935.1401,53.379898
SSA,BWA,Botswana,999,1,999,999,61.961533,122.51083,9.5114899,6.3567734,13.8456,301.00235,18.163361,73.133865,526.96606,1914.1283,38.473824
SSA,BWA,Botswana,999,999,0,1,35.93959,96.027206,6.727849,2.9708388,5.8009052,128.61671,6.212142,63.091629,550.26886,1996.1641,18.330204
SSA,BWA,Botswana,999,999,0,2,45.526234,103.15954,7.685348,3.5801759,8.1549149,158.88776,10.769609,65.192657,539.4165,2011.1843,28.383617
SSA,BWA,Botswana,999,999,0,3,57.315727,116.69366,9.6863527,4.7119389,11.489165,161.07063,17.939308,66.292809,574.45605,2046.7321,45.71431
SSA,BWA,Botswana,999,999,0,999,48.32309,106.80831,8.2357864,3.8838365,8.9863129,156.18271,12.614426,65.3172,552.17896,2021.188,32.951843
SSA,BWA,Botswana,999,999,1,1,44.279476,95.978561,7.2522936,5.4812946,8.7582846,303.44025,11.778646,71.789352,519.15002,1819.0687,27.959484
SSA,BWA,Botswana,999,999,1,2,56.08102,103.12685,8.2461958,6.5791049,12.426465,375.94241,20.602951,74.059013,510.75903,1828.2246,43.150555
SSA,BWA,Botswana,999,999,1,3,70.589401,116.73669,10.393484,8.7083797,17.461033,376.65631,33.886906,75.13282,542.62891,1857.3308,69.882133
SSA,BWA,Botswana,999,999,1,999,59.522423,106.79874,8.8406734,7.1558995,13.668974,367.97745,23.978001,74.155807,522.19965,1836.7709,50.232483
SSA,BWA,Botswana,999,999,999,1,41.14468,95.996849,7.0551653,4.5376644,7.6466651,237.72758,9.6863089,68.52005,530.84692,1885.6353,24.340031
SSA,BWA,Botswana,999,999,999,2,52.113686,103.13914,8.0353842,5.4518676,10.820875,294.3559,16.906796,70.726326,521.53082,1896.9955,37.59996
SSA,BWA,Botswana,999,999,999,3,65.600098,116.72052,10.127687,7.2061973,15.216328,295.62198,27.892523,71.810043,554.5921,1928.5231,60.797932
SSA,BWA,Botswana,999,999,999,999,55.312817,106.80233,8.613308,5.9259963,11.908854,288.36804,19.706659,70.833549,533.46826,1906.0895,43.737034
SSA,CAF,Central African Republic,0,0,0,1,62.869026,111.23748,24.772066,3.164916,24.441994,80.147926,15.202193,54.798515,474.84387,2908.7021,13.53747
SSA,CAF,Central African Republic,0,0,0,2,79.48217,119.93638,28.510351,3.8539553,34.729187,98.266342,26.654663,56.631142,466.85587,2917.0444,20.918077
SSA,CAF,Central African Republic,0,0,0,3,100.2627,135.20584,35.439541,5.1361084,48.869072,99.770424,43.938183,57.832413,497.65826,2947.1335,33.735973
SSA,CAF,Central African Republic,0,0,0,999,71.552208,116.27168,26.976278,3.5717475,29.960131,87.267067,21.516705,55.635155,475.20102,2915.2458,17.793476
SSA,CAF,Central African Republic,0,0,1,1,77.566177,111.86346,26.376635,5.8570828,37.268978,190.05544,28.999718,62.297882,448.59442,2629.4341,20.623867
SSA,CAF,Central African Republic,0,0,1,2,98.031471,119.37791,29.774755,7.2063437,52.896584,234.16887,50.843391,64.409119,443.61502,2634.6584,31.876915
SSA,CAF,Central African Republic,0,0,1,3,123.49841,134.98506,38.230209,9.4962435,74.396599,236.96027,83.874535,65.624794,470.6597,2699.1509,51.417301
SSA,CAF,Central African Republic,0,0,1,999,88.248085,116.4807,28.619894,6.6292019,45.653938,207.29187,41.050896,63.243023,449.68848,2638.6035,27.112598
SSA,CAF,Central African Republic,0,0,999,1,68.586807,111.48101,25.396307,4.2122765,29.432201,122.90634,20.569981,57.716068,464.63177,2800.0557,16.294361
SSA,CAF,Central African Republic,0,0,999,2,86.698593,119.71912,29.002254,5.1581688,41.797028,151.13786,36.065048,59.657085,457.81424,2807.1851,25.181503
SSA,CAF,Central African Republic,0,0,999,3,109.30232,135.11995,36.525223,6.8323755,58.800301,153.14276,59.475021,60.86396,487.15472,2850.6582,40.614716
SSA,CAF,Central African Republic,0,0,999,999,78.047577,116.35301,27.615711,4.76122,36.065651,133.96152,29.116287,58.594925,465.27563,2807.6211,21.418989
SSA,CAF,Central African Republic,0,1,0,1,83.594551,161.08029,32.857605,3.7519348,37.122261,93.89386,12.619946,59.264515,457.41815,2909.9688,10.304489
SSA,CAF,Central African Republic,0,1,0,2,106.54501,173.56351,37.69352,4.5944939,52.673988,115.31221,22.079372,61.346317,450.70996,2932.5601,15.918017
SSA,CAF,Central African Republic,0,1,0,3,134.20905,196.62746,46.691383,6.0003376,74.069206,116.26221,36.467289,62.20438,479.95047,2971.6462,25.671867
SSA,CAF,Central African Republic,0,1,0,999,95.474113,168.4325,35.712807,4.2314138,45.466465,102.21762,17.848026,60.15863,458.09283,2922.9795,13.542052
SSA,CAF,Central African Republic,0,1,1,1,103.15613,161.87677,35.152554,6.8601937,56.537811,218.10995,24.040857,67.330276,433.73361,2637.8833,15.700377
SSA,CAF,Central African Republic,0,1,1,2,130.51917,174.18707,39.829624,8.3002367,80.19603,271.52914,42.135723,69.539772,425.23206,2673.3936,24.256744
SSA,CAF,Central African Republic,0,1,1,3,165.40057,195.84729,50.036678,11.098175,112.7776,275.53711,69.593338,70.638786,453.5213,2711.4478,39.120895
SSA,CAF,Central African Republic,0,1,1,999,117.53065,169.00668,38.08115,7.7235889,69.235283,239.05217,34.034397,68.300156,433.6145,2655.7363,20.634861
SSA,CAF,Central African Republic,0,1,999,1,91.204781,161.39014,33.750427,4.9611716,44.675682,142.21887,17.063137,62.402412,448.20389,2804.1165,12.403704
SSA,CAF,Central African Republic,0,1,999,2,115.87191,173.80609,38.524551,6.0361757,63.381165,176.08685,29.882095,64.533905,440.79803,2831.7339,19.162117
SSA,CAF,Central African Republic,0,1,999,3,146.34378,196.32393,47.992836,7.9836001,89.128311,178.2265,49.354645,65.485695,469.66843,2870.4185,30.904076
SSA,CAF,Central African Republic,0,1,999,999,104.05499,168.65588,36.63419,5.5900097,54.71349,155.45175,24.145172,63.326015,448.56979,2819.0112,16.301439
SSA,CAF,Central African Republic,0,999,0,1,72.458488,134.29918,28.513153,3.436523,30.30901,86.508011,14.007418,56.864883,466.78119,2909.2883,12.041607
SSA,CAF,Central African Republic,0,999,0,2,92.00383,144.74902,32.7593,4.1965942,43.03204,106.15327,24.537729,58.812798,459.38535,2924.2234,18.604609
SSA,CAF,Central African Republic,0,999,0,3,115.96928,163.62491,40.645638,5.5359774,60.528885,107.40099,40.481487,59.855274,489.46509,2958.4753,30.004807
SSA,CAF,Central African Republic,0,999,0,999,82.620598,140.40588,31.01857,3.8769674,37.134731,94.184509,19.819248,57.728115,467.28525,2918.824,15.826391
SSA,CAF,Central African Republic,0,999,1,1,89.406357,135.00404,30.437153,6.3212109,46.184448,203.03595,26.705311,64.626312,441.71851,2633.3435,18.345825
SSA,CAF,Central African Republic,0,999,1,2,113.06314,144.73747,34.427025,7.7124748,65.527718,251.45502,46.814453,66.783005,435.10941,2652.5806,28.351147
SSA,CAF,Central African Republic,0,999,1,3,142.88608,163.14532,43.692928,10.237439,92.155052,254.80934,77.2668,67.944717,462.72998,2704.8406,45.727898
SSA,CAF,Central African Republic,0,999,1,999,101.79679,140.78387,32.997509,7.1355624,56.564758,221.98701,37.804443,65.582901,442.25125,2646.531,24.115425
SSA,CAF,Central African Republic,0,999,999,1,79.051888,134.57339,29.261665,4.5587816,36.485188,131.84203,18.947405,59.884388,457.03079,2801.9346,14.4942
SSA,CAF,Central African Republic,0,999,999,2,100.19675,144.74454,33.408112,5.5644126,51.78376,162.68147,33.204266,61.913532,449.94104,2818.5435,22.396402
SSA,CAF,Central African Republic,0,999,999,3,126.44099,163.43834,41.831154,7.3650341,72.832726,164.74873,54.792442,63.002388,479.06406,2859.8013,36.121719
SSA,CAF,Central African Republic,0,999,999,999,90.08091,140.55295,31.788458,5.1446915,44.69379,143.9048,26.81621,60.783943,457.54605,2812.8914,19.051159
SSA,CAF,Central African Republic,1,0,0,1,60.526295,109.08073,24.153467,3.12379,24.179853,76.069183,15.607254,53.529049,486.79099,2916.73,13.188526
SSA,CAF,Central African Republic,1,0,0,2,77.146477,117.89341,27.137154,3.7838356,34.433422,94.24868,27.376587,55.108185,476.72861,2938.2166,20.394178
SSA,CAF,Central African Republic,1,0,0,3,96.178581,133.29877,34.559795,5.0606241,48.335224,94.910866,45.100502,56.319996,508.50186,2997.0684,32.947193
SSA,CAF,Central African Republic,1,0,0,999,69.017921,114.17368,26.122963,3.5189009,29.658638,83.118225,22.092274,54.269592,486.46005,2931.5127,17.347975
SSA,CAF,Central African Republic,1,0,1,1,75.277863,108.91117,26.024031,5.8051877,36.897556,178.86392,29.759684,60.662117,462.72549,2663.5376,20.126396
SSA,CAF,Central African Republic,1,0,1,2,94.554077,117.90768,29.673225,6.9151711,52.413559,221.87912,52.176842,62.555603,448.83533,2669.5659,31.105145
SSA,CAF,Central African Republic,1,0,1,3,119.48763,132.6619,38.520168,9.3057041,73.489624,226.03015,86.010529,63.431442,479.92404,2707.479,50.24197
SSA,CAF,Central African Republic,1,0,1,999,85.44426,114.00233,28.407124,6.4966764,45.192596,195.83003,42.120068,61.48595,460.84976,2670.0627,26.465042
SSA,CAF,Central African Republic,1,0,999,1,66.265244,109.01476,24.881191,4.1669612,29.127548,116.06045,21.113115,56.3041,477.42853,2818.228,15.887635
SSA,CAF,Central African Republic,1,0,999,2,83.918732,117.89896,28.123787,5.0020504,41.428413,143.90202,37.024879,58.005531,465.87701,2833.7007,24.561172
SSA,CAF,Central African Republic,1,0,999,3,105.24673,133.05099,36.10054,6.7121296,58.121292,145.92151,61.01614,59.086632,497.38391,2884.4065,39.675552
SSA,CAF,Central African Republic,1,0,999,999,75.408424,114.10703,27.011593,4.6773748,35.701969,126.96763,29.883886,57.077045,476.49664,2829.7983,20.894878
SSA,CAF,Central African Republic,1,1,0,1,81.321716,156.75645,31.864138,3.6653459,36.916809,88.019783,12.881432,57.79443,470.43237,2952.1677,10.120601
SSA,CAF,Central African Republic,1,1,0,2,102.53477,169.49962,37.719563,4.3978834,52.42952,107.43264,22.520422,59.478256,461.17493,2972.0393,15.630194
SSA,CAF,Central African Republic,1,1,0,3,128.79623,191.51385,46.415668,5.8167353,73.667412,108.54122,37.227146,60.510365,490.59805,3015.1438,25.230507
SSA,CAF,Central African Republic,1,1,0,999,92.378815,164.09178,35.077,4.1040549,45.228565,95.59166,18.213829,58.55518,470.1492,2964.5813,13.301227
SSA,CAF,Central African Republic,1,1,1,1,99.720741,157.79733,34.73,6.7533007,56.211773,205.5451,24.537823,65.509674,442.85831,2675.9697,15.41887
SSA,CAF,Central African Republic,1,1,1,2,126.13147,169.89546,39.611954,8.2593441,79.873383,254.71265,42.952953,67.757828,436.00528,2694.1433,23.839905
SSA,CAF,Central African Republic,1,1,1,3,159.36014,190.96106,50.45647,10.693179,112.01224,256.77219,70.990761,68.949829,463.62427,2743.7712,38.448849
SSA,CAF,Central African Republic,1,1,1,999,113.54624,164.77977,37.808029,7.6015687,68.861359,224.63951,34.718708,66.504723,443.29724,2688.4565,20.273075
SSA,CAF,Central African Republic,1,1,999,1,88.479675,157.16141,32.979073,4.866684,44.423325,133.74184,17.416235,60.795971,459.70499,2844.7158,12.18184
SSA,CAF,Central African Republic,1,1,999,2,111.71483,169.65361,38.455776,5.9001455,63.106277,164.73044,30.469494,62.699337,451.38287,2863.9265,18.824099
SSA,CAF,Central African Republic,1,1,999,3,140.6868,191.29878,47.987701,7.7138662,88.585083,166.20898,50.362541,63.793652,480.10413,2909.5688,30.372969
SSA,CAF,Central African Republic,1,1,999,999,100.61379,164.35945,36.139481,5.4647279,54.422668,145.79645,24.634888,61.647869,459.70273,2857.1577,16.013554
SSA,CAF,Central African Republic,1,999,0,1,70.331596,131.56042,27.789145,3.3791404,30.185488,81.704041,14.321994,55.54023,479.0777,2933.4392,11.741961
SSA,CAF,Central African Republic,1,999,0,2,89.117371,142.22638,32.126892,4.0733666,42.918808,100.46508,25.086843,57.168724,469.39484,2954.1643,18.1479
SSA,CAF,Central African Republic,1,999,0,3,111.55823,160.74792,40.14999,5.4171405,60.279675,101.33775,41.388115,58.295811,500.06,3005.5913,29.308681
SSA,CAF,Central African Republic,1,999,0,999,80.032875,137.71069,30.344906,3.7948084,37.000053,88.999603,20.263538,56.290302,478.76926,2947.105,15.439881
SSA,CAF,Central African Republic,1,999,1,1,86.802994,131.96162,30.129005,6.2522354,46.004456,191.44444,27.297512,62.947803,453.35791,2669.3997,17.90674
SSA,CAF,Central African Republic,1,999,1,2,109.44321,142.42056,34.359459,7.5489655,65.361206,237.36053,47.82766,65.008514,442.78577,2681.1543,27.679493
SSA,CAF,Central African Republic,1,999,1,3,138.28802,160.1507,44.148285,9.9599171,91.653526,240.52542,78.92852,66.033432,472.23853,2724.5913,44.681366
SSA,CAF,Central African Republic,1,999,1,999,98.694702,137.94453,32.839767,7.0176468,56.352715,209.41406,38.630234,63.852364,452.57355,2678.7356,23.545452
SSA,CAF,Central African Republic,1,999,999,1,76.739624,131.71651,28.699444,4.4968891,36.339699,124.39744,19.369989,58.42207,469.07166,2830.7173,14.140306
SSA,CAF,Central African Republic,1,999,999,2,97.02494,142.30193,32.995453,5.4255137,51.649803,153.72289,33.933929,60.218719,459.04285,2847.9526,21.856071
SSA,CAF,Central African Republic,1,999,999,3,121.95718,160.51558,41.705486,7.1844616,72.485352,155.48732,55.992836,61.306053,489.23633,2896.271,35.289268
SSA,CAF,Central African Republic,1,999,999,999,87.293068,137.80167,31.315506,5.0486212,44.529015,135.84564,27.408916,59.232246,468.57806,2842.6985,18.593273
SSA,CAF,Central African Republic,999,0,0,1,61.691753,110.15366,24.461206,3.1442494,24.310263,78.098267,15.405745,54.160583,480.84756,2912.7363,13.362118
SSA,CAF,Central African Republic,999,0,0,2,78.308434,118.90974,27.82029,3.8187187,34.580559,96.247383,27.017445,55.865822,471.81714,2927.6838,20.654808
SSA,CAF,Central African Republic,999,0,0,3,98.210342,134.2475,34.997452,5.098176,48.6008,97.328392,44.52227,57.072388,503.10739,2972.2268,33.339592
SSA,CAF,Central African Republic,999,0,0,999,70.278679,115.2174,26.54747,3.545191,29.808626,85.18219,21.805943,54.948936,480.85895,2923.4207,17.569603
SSA,CAF,Central African Republic,999,0,1,1,76.416252,110.37988,26.199444,5.8310046,37.082329,184.43146,29.381618,61.475876,455.69562,2646.5718,20.373878
SSA,CAF,Central African Republic,999,0,1,2,96.284004,118.63908,29.723732,7.0600233,52.653854,227.99301,51.513477,63.477684,446.23834,2652.2002,31.489082
SSA,CAF,Central African Republic,999,0,1,3,121.48291,133.81763,38.375919,9.4004936,73.940826,231.46765,84.947914,64.522583,475.31522,2703.3359,50.826668
SSA,CAF,Central African Republic,999,0,1,999,86.839104,115.23527,28.512972,6.5626049,45.422108,201.53206,41.588181,62.360058,455.29727,2654.4126,26.787188
SSA,CAF,Central African Republic,999,0,999,1,67.420174,110.24167,25.137451,4.1895046,29.279108,119.46613,20.842918,57.006523,471.06244,2809.1877,16.089973
SSA,CAF,Central African Republic,999,0,999,2,85.301651,118.80444,28.560806,5.0797157,41.611794,147.50169,36.547382,58.827141,461.86597,2820.5098,24.869774
SSA,CAF,Central African Republic,999,0,999,3,107.2643,134.08026,36.31181,6.7719493,58.459084,149.51392,60.249462,59.97081,492.2951,2867.6174,40.142765
SSA,CAF,Central African Republic,999,0,999,999,76.721344,115.22434,27.312128,4.7190857,35.882893,130.44693,29.502022,57.832153,470.9144,2818.7656,21.155611
SSA,CAF,Central African Republic,999,1,0,1,82.432259,158.86914,32.349564,3.7076545,37.017197,90.889954,12.753664,58.512733,464.07336,2931.5483,10.210451
SSA,CAF,Central African Republic,999,1,0,2,104.49425,171.48529,37.706833,4.4939508,52.548969,111.28273,22.304916,60.391022,456.06155,2952.749,15.770829
SSA,CAF,Central African Republic,999,1,0,3,131.44102,194.01245,46.550385,5.9064465,73.863731,112.31383,36.855865,61.338089,485.39542,2993.8901,25.446163
SSA,CAF,Central African Republic,999,1,0,999,93.891235,166.21274,35.387669,4.166285,45.344807,98.829224,18.035091,59.338654,464.25824,2944.2539,13.418899
