superregion2,iso3,countryname,female,adult,urban,edu,v01_wt_median,v02_wt_median,v05_wt_median,v06_wt_median,v10_wt_median,v15_wt_median,v16_wt_median,v23_wt_median,v36_wt_median,v41_wt_median,v57_wt_median
FSU,MKD,The Former Yugoslav Republic of Macedonia,1,999,999,2,95.380577,130.91353,6.3990402,4.3480053,50.630524,98.806435,28.989777,63.662354,708.35059,2854.6035,82.015457
FSU,MKD,The Former Yugoslav Republic of Macedonia,1,999,999,3,88.376495,123.83443,6.8599,5.2235241,49.752735,107.56789,39.318352,63.695255,741.89966,2904.7681,94.452957
FSU,MKD,The Former Yugoslav Republic of Macedonia,1,999,999,999,91.273132,126.73923,6.6542816,4.8466148,50.151104,103.72064,34.833046,63.629623,726.65131,2882.0266,88.997665
FSU,MKD,The Former Yugoslav Republic of Macedonia,999,0,0,1,80.378914,64.935341,4.8662858,5.9899578,40.120338,173.92232,30.311386,52.074429,729.6474,2299.6616,92.838974
FSU,MKD,The Former Yugoslav Republic of Macedonia,999,0,0,2,83.686188,67.177109,5.1069489,5.9712687,39.630455,178.32532,31.686176,53.376026,757.29883,2336.0366,96.018944
FSU,MKD,The Former Yugoslav Republic of Macedonia,999,0,0,3,77.579895,63.618729,5.4228816,7.2730546,39.319012,193.63412,42.970036,53.225117,792.44763,2365.645,112.11385
FSU,MKD,The Former Yugoslav Republic of Macedonia,999,0,0,999,80.10392,65.079651,5.2792969,6.713304,39.468529,186.90565,38.069633,53.249004,776.44562,2351.7527,105.08561
FSU,MKD,The Former Yugoslav Republic of Macedonia,999,0,1,1,83.124001,65.251373,4.9206057,7.5380216,43.942299,190.78571,37.822998,53.790047,769.26489,2331.2813,95.437462
FSU,MKD,The Former Yugoslav Republic of Macedonia,999,0,1,2,86.530212,67.526001,5.0625334,7.4431806,43.845039,195.26544,39.523911,55.157505,797.11041,2353.1074,100.12061
FSU,MKD,The Former Yugoslav Republic of Macedonia,999,0,1,3,80.18103,63.937515,5.3937645,8.9403095,43.19371,212.51741,53.365654,55.44735,836.48645,2405.7734,114.55444
FSU,MKD,The Former Yugoslav Republic of Macedonia,999,0,1,999,82.80648,65.410362,5.2467113,8.2988787,43.477139,204.9501,47.353939,55.279438,818.65875,2382.4153,108.19376
FSU,MKD,The Former Yugoslav Republic of Macedonia,999,0,999,1,81.946053,65.115753,4.897296,6.8737316,42.302258,183.54945,34.599689,53.053856,752.26459,2317.7129,94.322418
FSU,MKD,The Former Yugoslav Republic of Macedonia,999,0,999,2,85.309814,67.376282,5.0815926,6.8115683,42.036518,187.99625,36.16066,54.393051,780.02686,2345.7822,98.360542
FSU,MKD,The Former Yugoslav Republic of Macedonia,999,0,999,3,79.06485,63.80072,5.4062591,8.2248735,41.531036,204.4144,48.904789,54.493767,817.58899,2388.554,113.50715
FSU,MKD,The Former Yugoslav Republic of Macedonia,999,0,999,999,81.646782,65.268448,5.2606936,7.6184921,41.757,197.20705,43.369949,54.408154,800.54462,2369.2576,106.86002
FSU,MKD,The Former Yugoslav Republic of Macedonia,999,1,0,1,87.463264,144.1348,6.8692842,3.3810322,52.998001,79.374619,21.814293,67.414581,609.31781,2977.7197,71.580017
FSU,MKD,The Former Yugoslav Republic of Macedonia,999,1,0,2,91.148331,149.16832,7.1657448,3.3909676,52.463081,81.223618,22.684021,69.369194,630.40228,3015.5518,74.773384
FSU,MKD,The Former Yugoslav Republic of Macedonia,999,1,0,3,84.453644,141.15768,7.6255302,4.073863,51.559242,88.314926,30.4958,69.266785,659.49451,3070.0493,86.134048
FSU,MKD,The Former Yugoslav Republic of Macedonia,999,1,0,999,87.219017,144.44695,7.4182649,3.7796042,51.965172,85.204201,27.105856,69.249184,646.3067,3045.3977,81.143196
FSU,MKD,The Former Yugoslav Republic of Macedonia,999,1,1,1,90.431274,144.70422,6.9872088,4.2009525,58.369118,86.88118,27.003529,70.01046,641.53784,3011.2693,73.643745
FSU,MKD,The Former Yugoslav Republic of Macedonia,999,1,1,2,94.204819,149.92522,7.2221532,4.179009,57.341164,89.191277,28.436255,71.990662,666.72412,3043.3228,76.529221
FSU,MKD,The Former Yugoslav Republic of Macedonia,999,1,1,3,87.283058,141.87225,7.6710992,5.0296774,56.682297,96.967995,38.334534,72.009109,696.78064,3096.6572,88.013893
FSU,MKD,The Former Yugoslav Republic of Macedonia,999,1,1,999,90.143372,145.1738,7.4704404,4.6642084,56.998337,93.547684,34.028706,71.938683,683.04828,3072.6882,82.97937
FSU,MKD,The Former Yugoslav Republic of Macedonia,999,1,999,1,89.157669,144.45987,6.9366064,3.8491166,56.06432,83.660042,24.776775,68.896545,627.71191,2996.8728,72.758179
FSU,MKD,The Former Yugoslav Republic of Macedonia,999,1,999,2,92.893257,149.60042,7.197948,3.8408525,55.247929,85.772278,25.967915,70.865768,651.13806,3031.406,75.775772
FSU,MKD,The Former Yugoslav Republic of Macedonia,999,1,999,3,86.068924,141.56561,7.651545,4.6195278,54.48394,93.254875,34.970852,70.832352,680.78076,3085.2393,87.20723
FSU,MKD,The Former Yugoslav Republic of Macedonia,999,1,999,999,88.888504,144.86189,7.4480519,4.284616,54.838558,89.967415,31.058043,70.784592,667.2821,3060.9775,82.191452
FSU,MKD,The Former Yugoslav Republic of Macedonia,999,999,0,1,85.65934,123.96777,6.3592491,4.0453587,49.718887,103.44987,23.977961,63.50843,639.95807,2805.0618,76.993317
FSU,MKD,The Former Yugoslav Republic of Macedonia,999,999,0,2,89.248207,128.29041,6.6415009,4.0480051,49.195435,105.9492,24.976292,65.296761,662.71472,2842.5227,80.183266
FSU,MKD,The Former Yugoslav Republic of Macedonia,999,999,0,3,82.703346,121.41349,7.0646572,4.8884921,48.44244,115.13298,33.672188,65.181999,693.34918,2890.6829,92.749443
FSU,MKD,The Former Yugoslav Republic of Macedonia,999,999,0,999,85.407257,124.23718,6.8736067,4.5266294,48.783077,111.10104,29.897625,65.174965,679.44476,2868.7708,87.239792
FSU,MKD,The Former Yugoslav Republic of Macedonia,999,999,1,1,88.570572,124.47267,6.4609776,5.0506902,54.695534,113.339,29.758554,65.880165,674.06171,2838.1199,79.193207
FSU,MKD,The Former Yugoslav Republic of Macedonia,999,999,1,2,92.250587,128.94341,6.672236,5.0101843,53.90456,116.20155,31.259567,67.70433,699.92505,2867.5688,82.53643
FSU,MKD,The Former Yugoslav Republic of Macedonia,999,999,1,3,85.474617,122.02725,7.0912075,6.0254641,53.247616,126.39102,42.161991,67.791885,732.35474,2920.7332,94.772064
FSU,MKD,The Former Yugoslav Republic of Macedonia,999,999,1,999,88.275131,124.86316,6.9041986,5.5897255,53.555351,121.91474,37.421787,67.69664,717.57953,2896.9199,89.399857
FSU,MKD,The Former Yugoslav Republic of Macedonia,999,999,999,1,87.321335,124.25601,6.417325,4.6192923,52.560005,109.09547,27.278044,64.862427,659.42749,2823.9343,78.249214
FSU,MKD,The Former Yugoslav Republic of Macedonia,999,999,999,2,90.962234,128.66319,6.6590476,4.5973034,51.883827,111.80217,28.563353,66.671219,683.95776,2856.8215,81.526665
FSU,MKD,The Former Yugoslav Republic of Macedonia,999,999,999,3,84.285446,121.76389,7.0798149,5.5375786,51.185669,121.56009,38.518936,66.671967,715.61713,2907.8384,93.904137
FSU,MKD,The Former Yugoslav Republic of Macedonia,999,999,999,999,87.044502,124.59454,6.8910718,5.1335406,51.507523,117.27448,34.193096,66.614563,701.21552,2884.8408,88.472954
SSA,MLI,Mali,0,0,0,1,69.976555,78.962219,12.593252,11.687014,11.558918,86.364822,16.725073,63.931854,479.04327,2131.218,59.030743
SSA,MLI,Mali,0,0,0,2,88.565353,84.895546,14.399868,14.183571,16.41857,107.1705,29.304234,65.689857,471.09424,2149.2063,91.228561
SSA,MLI,Mali,0,0,0,3,111.50838,96.073654,18.053795,18.601875,23.038668,105.86542,48.386078,67.120293,500.12329,2183.8035,147.12476
SSA,MLI,Mali,0,0,0,999,74.796715,80.707794,13.138199,12.406184,12.85246,90.310631,20.177893,64.348007,479.06799,2136.5481,68.247467
SSA,MLI,Mali,0,0,1,1,86.094521,79.003586,13.51696,21.680002,17.575983,204.26004,31.907799,72.729309,452.6857,1926.365,89.991364
SSA,MLI,Mali,0,0,1,2,108.99056,84.82431,15.464067,26.286366,24.976124,250.80206,55.88636,75.067131,445.33435,1946.543,139.03409
SSA,MLI,Mali,0,0,1,3,137.25392,96.052429,19.366596,34.460674,35.070286,252.16771,92.355591,75.906502,472.44589,1965.4863,224.18942
SSA,MLI,Mali,0,0,1,999,92.031792,80.73011,14.102376,23.008123,19.546463,213.31689,38.49472,73.225632,452.72275,1931.2771,104.03085
SSA,MLI,Mali,0,0,999,1,75.77887,78.977119,12.925779,15.284391,13.725002,128.80594,22.190704,67.098854,469.55484,2057.4731,70.176262
SSA,MLI,Mali,0,0,999,2,95.918221,84.869904,14.782969,18.540455,19.499203,158.87642,38.873531,69.065582,461.82092,2076.2495,108.43806
SSA,MLI,Mali,0,0,999,3,120.77652,96.06601,18.52639,24.310884,27.36993,158.53278,64.214661,70.283241,490.15967,2105.2114,174.86726
SSA,MLI,Mali,0,0,999,999,81.001167,80.71582,13.485292,16.222776,15.262234,134.59164,26.771765,67.543861,469.58395,2062.6526,81.129128
SSA,MLI,Mali,0,1,0,1,94.00386,116.4542,17.126938,13.496213,17.859234,106.27715,13.94895,69.028381,457.81976,2127.4629,44.492977
SSA,MLI,Mali,0,1,0,2,118.9558,125.18111,19.613022,16.38904,25.332098,130.33961,24.424358,71.467705,450.96231,2147.2869,68.719719
SSA,MLI,Mali,0,1,0,3,149.78116,141.61502,24.556602,21.462267,35.644497,131.9836,40.438953,72.509712,479.08691,2172.8684,110.81396
SSA,MLI,Mali,0,1,0,999,100.47556,119.02126,17.872297,14.327044,19.855473,111.00996,16.830976,69.555183,458.00656,2132.6631,51.429893
SSA,MLI,Mali,0,1,1,1,115.74007,116.62663,18.390411,24.914976,27.16387,249.30249,26.611872,78.207893,431.95551,1930.5186,67.801399
SSA,MLI,Mali,0,1,1,2,146.46274,125.22472,21.041594,30.273586,38.555664,311.6445,46.622173,81.112282,424.9679,1943.1541,104.68982
SSA,MLI,Mali,0,1,1,3,184.41441,141.68562,26.379316,39.66394,54.185242,307.84256,77.279152,82.344376,451.8623,1975.2487,168.88269
SSA,MLI,Mali,0,1,1,999,123.70834,119.17026,19.188805,26.453602,30.202097,261.1315,32.120689,78.834663,432.05112,1934.681,78.36908
SSA,MLI,Mali,0,1,999,1,101.82868,116.51627,17.581776,17.606853,21.208811,157.76486,18.507477,72.332916,448.50891,2056.5649,52.883778
SSA,MLI,Mali,0,1,999,2,128.85803,125.19682,20.127295,21.387339,30.092451,195.60757,32.415352,74.939659,441.60461,2073.8013,81.668594
SSA,MLI,Mali,0,1,999,3,162.24878,141.64044,25.212761,28.014687,42.318977,195.29108,53.701057,76.050095,469.28632,2101.7273,131.71812
SSA,MLI,Mali,0,1,999,999,108.83913,119.07489,18.346226,18.692484,23.580154,165.05222,22.335121,72.895706,448.66287,2061.3916,61.127731
SSA,MLI,Mali,0,999,0,1,79.867874,94.396545,14.459635,12.431807,14.152569,94.562134,15.582227,66.029938,470.30618,2129.6721,53.045982
SSA,MLI,Mali,0,999,0,2,101.07619,101.4799,16.545967,15.091496,20.088001,116.70853,27.295336,68.06842,462.80652,2148.416,81.962341
SSA,MLI,Mali,0,999,0,3,127.26413,114.82166,20.730804,19.779411,28.228107,116.61749,45.114483,69.338951,491.46323,2179.3018,132.1767
SSA,MLI,Mali,0,999,0,999,85.36792,96.480293,15.087085,13.196944,15.73539,98.831924,18.800066,66.491638,470.39761,2134.9487,61.324181
SSA,MLI,Mali,0,999,1,1,98.298706,94.491867,15.523214,23.011745,21.523029,222.80267,29.727625,74.98468,444.1517,1928.075,80.856422
SSA,MLI,Mali,0,999,1,2,124.41673,101.45595,17.760168,27.927784,30.566412,275.84906,52.072571,77.55574,436.95007,1945.1479,124.89558
SSA,MLI,Mali,0,999,1,3,156.66849,114.83825,22.253525,36.602707,42.939339,275.08737,86.149078,78.556778,463.97226,1969.5052,201.4213
SSA,MLI,Mali,0,999,1,999,105.07208,96.554764,16.196306,24.426525,23.933069,233.00075,35.870724,75.534706,444.21289,1932.6785,93.466667
SSA,MLI,Mali,0,999,999,1,86.502785,94.430855,14.842512,16.240479,16.805861,140.72745,20.674427,69.253555,460.89084,2057.0991,63.057461
SSA,MLI,Mali,0,999,999,2,109.47855,101.47128,16.983067,19.712431,23.860125,173.99753,36.214893,71.483757,453.49844,2075.2415,97.417885
SSA,MLI,Mali,0,999,999,3,137.8494,114.82764,21.278969,25.835629,33.524006,173.66505,59.886528,72.65728,481.56677,2103.7771,157.10406
SSA,MLI,Mali,0,999,999,999,92.46122,96.507103,15.486394,17.239481,18.686472,147.13136,24.945332,69.747055,460.97137,2062.1335,72.895157
SSA,MLI,Mali,1,0,0,1,60.826889,73.073692,14.093134,11.587904,15.321217,81.572861,17.189066,62.222855,486.9075,2152.9063,66.527153
SSA,MLI,Mali,1,0,0,2,77.020569,78.569633,16.130405,14.045604,21.777824,101.30772,30.142569,64.102661,479.34528,2176.2625,102.73135
SSA,MLI,Mali,1,0,0,3,96.933197,88.81778,20.222368,18.361387,30.579792,101.58689,49.699547,65.24366,508.61005,2196.0256,165.76375
SSA,MLI,Mali,1,0,0,999,65.021996,74.684898,14.706127,12.294068,17.04018,85.397064,20.739656,62.646973,487.0195,2158.4758,76.900436
SSA,MLI,Mali,1,0,1,1,74.824501,73.114426,15.120294,21.376308,23.309753,192.33493,32.816044,70.592491,460.022,1958.0972,101.40172
SSA,MLI,Mali,1,0,1,2,94.798279,78.554527,17.307827,25.825216,33.094734,237.1794,57.441429,72.909904,452.44153,1977.2617,156.61804
SSA,MLI,Mali,1,0,1,3,119.31308,88.888161,21.705555,33.824207,46.492432,240.77318,94.838318,74.195908,480.41846,2003.129,252.90564
SSA,MLI,Mali,1,0,1,999,79.996407,74.719452,15.778713,22.664623,25.917973,201.18381,39.577637,71.108864,460.06134,1963.1857,117.23071
SSA,MLI,Mali,1,0,999,1,65.865891,73.088356,14.462901,15.111631,18.19701,121.44611,22.814621,65.23584,477.229,2082.7769,79.08165
SSA,MLI,Mali,1,0,999,2,83.420364,78.564194,16.554266,18.286146,25.851799,150.22017,39.969887,67.273178,469.66019,2104.624,122.13002
SSA,MLI,Mali,1,0,999,3,104.98973,88.843117,20.756302,23.927849,36.308182,151.69257,65.949051,68.466385,498.46136,2126.585,197.13396
SSA,MLI,Mali,1,0,999,999,70.412636,74.697334,15.092247,16.027365,20.236095,127.07912,27.521139,65.693169,477.31482,2088.1731,91.41893
SSA,MLI,Mali,1,1,0,1,81.887825,107.81742,19.214178,13.423882,23.81665,97.395767,14.255843,67.059326,466.48352,2160.1804,50.214909
SSA,MLI,Mali,1,1,0,2,103.63577,115.8966,21.999008,16.251175,33.867348,121.26809,24.948982,69.204674,458.71442,2171.167,77.622314
SSA,MLI,Mali,1,1,0,3,130.49899,131.14163,27.578005,21.195013,47.564251,121.52543,41.343182,70.537407,486.23929,2203.4883,125.24331
SSA,MLI,Mali,1,1,0,999,87.528297,110.19559,20.051325,14.235115,26.492226,102.01741,17.200281,67.544998,466.46216,2164.0369,58.062569
SSA,MLI,Mali,1,1,1,1,100.76029,107.97023,20.621576,24.624189,36.249447,231.65201,27.198631,76.40966,440.27768,1952.1407,76.579147
SSA,MLI,Mali,1,1,1,2,127.59983,116.00226,23.615305,29.999298,51.518936,288.56631,47.640152,78.901993,432.66193,1975.6992,118.37351
SSA,MLI,Mali,1,1,1,3,160.70087,131.29536,29.608643,39.213169,72.350029,287.92657,78.95787,80.225983,459.42615,2004.7784,191.04485
SSA,MLI,Mali,1,1,1,999,107.71855,110.3419,21.521299,26.156525,40.315498,242.60323,32.826172,76.961838,440.24509,1958.2498,88.549118
SSA,MLI,Mali,1,1,999,1,88.681732,107.87244,19.720829,17.455881,28.292336,145.72668,18.915119,70.425354,457.04968,2085.2883,59.705772
SSA,MLI,Mali,1,1,999,2,112.2626,115.93464,22.58086,21.200363,40.221748,181.49379,33.117577,72.695618,449.33582,2100.8008,92.292343
SSA,MLI,Mali,1,1,999,3,141.37137,131.19698,28.309013,27.68137,56.486885,181.42818,54.884094,74.0252,476.58682,2131.9546,148.9312
SSA,MLI,Mali,1,1,999,999,94.796585,110.24826,20.580502,18.526703,31.468466,152.62689,22.825445,70.934959,457.02426,2089.9556,69.037422
SSA,MLI,Mali,1,999,0,1,69.874023,87.998535,16.292976,12.376583,18.970596,88.369896,15.929044,64.300461,478.13397,2156.031,59.519913
SSA,MLI,Mali,1,999,0,2,88.453651,94.604156,18.651379,14.993052,26.971115,109.8821,27.911564,66.294334,470.48291,2174.0737,91.945282
SSA,MLI,Mali,1,999,0,3,111.35204,106.99881,23.382124,19.578625,37.875793,110.15187,46.109909,67.517693,499.00024,2199.2312,148.35741
SSA,MLI,Mali,1,999,0,999,74.690018,89.939209,17.002262,13.127883,21.100491,92.536659,19.219252,64.751015,478.18872,2160.8647,68.808273
SSA,MLI,Mali,1,999,1,1,85.965721,88.087402,17.483475,22.7715,28.868248,209.22433,30.402975,73.09137,451.54047,1955.5385,90.738701
SSA,MLI,Mali,1,999,1,2,108.88882,94.640923,20.017326,27.618275,41.009205,259.25363,53.231102,75.483917,443.94482,1976.5906,140.18936
SSA,MLI,Mali,1,999,1,3,137.092,107.10499,25.100477,36.139137,57.60006,261.02881,88.016556,76.78624,471.40079,2003.8374,226.33212
SSA,MLI,Mali,1,999,1,999,91.904984,90.021759,18.24555,24.164637,32.102707,218.9763,36.677414,73.623123,451.54889,1961.0653,104.90997
SSA,MLI,Mali,1,999,999,1,75.666878,88.030533,16.721546,16.118649,22.533651,131.87628,21.139515,67.465096,468.56061,2083.8557,70.758369
SSA,MLI,Mali,1,999,999,2,95.810104,94.617393,19.143105,19.538004,32.024689,163.65436,37.026344,69.602493,460.92947,2102.9817,109.31267
SSA,MLI,Mali,1,999,999,3,120.61816,107.03703,24.000713,25.540245,44.976334,164.46606,61.195885,70.854279,489.0647,2128.8914,176.42752
SSA,MLI,Mali,1,999,999,999,80.88723,89.968918,17.449833,17.101004,25.061176,138.05367,25.504013,67.944885,468.59863,2088.939,81.80452
SSA,MLI,Mali,999,0,0,1,65.468369,76.060844,13.33227,11.638182,13.412665,84.003746,16.95369,63.089806,482.91812,2141.9043,62.72435
SSA,MLI,Mali,999,0,0,2,82.877045,81.778656,15.252531,14.115591,19.059162,104.28181,29.717293,64.907814,475.15964,2162.5371,96.896172
SSA,MLI,Mali,999,0,0,3,104.32695,92.498566,19.122288,18.483383,26.754307,103.75732,49.033249,66.195648,504.30487,2189.8257,156.3085
SSA,MLI,Mali,999,0,0,999,69.980545,77.740211,13.910743,12.350943,14.915818,87.889633,20.454683,63.509876,482.98584,2147.3523,72.510933
SSA,MLI,Mali,999,0,1,1,80.541595,76.101898,14.306949,21.530367,20.401108,198.38434,32.355305,71.676468,456.30042,1941.9999,95.613434
SSA,MLI,Mali,999,0,1,2,101.99779,81.735077,16.372517,26.059149,28.976297,244.08994,56.652565,74.004227,448.83618,1961.6785,147.698
SSA,MLI,Mali,999,0,1,3,128.41417,92.522476,20.519039,34.147076,40.698166,246.55344,93.578873,75.06366,476.37408,1984.0334,238.33838
SSA,MLI,Mali,999,0,1,999,86.101761,77.768555,14.928335,22.838875,22.685812,207.33871,39.02829,72.182663,456.33862,1946.9989,110.53465
SSA,MLI,Mali,999,0,999,1,70.894577,76.075623,13.683144,15.199268,15.928434,125.17961,22.498117,66.180908,473.336,2069.9404,74.564087
SSA,MLI,Mali,999,0,999,2,89.76033,81.762978,15.655717,18.415154,22.629234,154.61136,39.413727,68.182442,465.68347,2090.2302,115.18433
SSA,MLI,Mali,999,0,999,3,112.99812,92.507179,19.625105,24.122158,31.773958,155.16251,65.069229,69.388046,494.25009,2115.7427,185.83844
SSA,MLI,Mali,999,0,999,999,75.784019,77.750412,14.277066,16.126493,17.712938,130.89011,27.140993,66.631989,473.3931,2075.2271,86.199081
SSA,MLI,Mali,999,1,0,1,87.811607,112.04012,18.193682,13.459246,20.903942,101.73807,14.105797,68.022034,462.24762,2144.1841,47.417336
SSA,MLI,Mali,999,1,0,2,111.12605,120.43599,20.832447,16.318581,29.694281,125.70335,24.692482,70.311119,454.92426,2159.4915,73.269638
SSA,MLI,Mali,999,1,0,3,139.92645,136.2623,26.100777,21.32568,41.736427,126.63864,40.901085,71.501709,482.74234,2188.5176,118.18849
SSA,MLI,Mali,999,1,0,999,93.85849,114.51065,18.985952,14.280061,23.247375,106.41406,17.019722,68.527817,462.32806,2148.6978,54.819714
SSA,MLI,Mali,999,1,1,1,108.08422,112.20251,19.530712,24.766361,31.807314,240.28169,26.911751,77.288849,436.20877,1941.5691,72.287514
SSA,MLI,Mali,999,1,1,2,136.8223,120.51132,22.356962,30.133404,45.180916,299.84973,47.142441,79.982651,428.90015,1959.7871,111.68327
SSA,MLI,Mali,999,1,1,3,172.29492,136.3754,28.029758,39.433563,63.46888,297.66394,78.137115,81.261719,455.72803,1990.3408,180.2093
SSA,MLI,Mali,999,1,1,999,115.5363,114.65827,20.380892,26.301773,35.370842,251.66209,32.481247,77.877502,436.23889,1946.7266,83.571877
SSA,MLI,Mali,999,1,999,1,95.10955,112.09859,18.674999,17.529696,24.829048,151.6124,18.715813,71.358002,452.87393,2071.2449,56.370354
SSA,MLI,Mali,999,1,999,2,120.37646,120.46311,21.38126,21.291779,35.269318,188.39432,32.774242,73.792778,445.55585,2087.6001,87.098167
SSA,MLI,Mali,999,1,999,3,151.57878,136.30301,26.795189,27.844336,49.559895,188.20604,54.305679,75.015213,473.01746,2117.1758,140.51537
SSA,MLI,Mali,999,1,999,999,101.66228,114.5638,19.488117,18.607758,27.611704,158.7019,22.585716,71.893616,452.93622,2075.9902,65.170212
SSA,MLI,Mali,999,999,0,1,74.866547,91.194717,15.377112,12.40417,16.563702,91.463287,15.755787,65.164436,474.22351,2142.863,56.285793
SSA,MLI,Mali,999,999,0,2,94.759354,98.039001,17.599598,15.042229,23.532587,113.2923,27.60372,67.180595,466.64807,2161.2561,86.958206
SSA,MLI,Mali,999,999,0,3,119.30108,110.9068,22.057632,19.678932,33.056198,113.38184,45.612637,68.427521,495.23508,2189.2754,140.27417
SSA,MLI,Mali,999,999,0,999,80.024269,93.206871,16.045517,13.162383,18.420301,95.681519,19.009844,65.62056,474.2966,2147.9182,65.069519
SSA,MLI,Mali,999,999,1,1,92.126785,91.286812,16.504208,22.891516,25.198872,216.00752,30.065598,74.037186,447.8493,1941.8187,85.80191
SSA,MLI,Mali,999,999,1,2,116.64594,98.045433,18.88974,27.772892,35.792408,267.54407,52.652348,76.518921,440.45053,1960.8831,132.54921
SSA,MLI,Mali,999,999,1,3,146.87163,110.96821,23.678253,36.370716,50.276154,268.05191,87.083641,77.670731,467.68979,1986.6865,213.88768
SSA,MLI,Mali,999,999,1,999,98.482735,93.285378,17.22183,24.295464,28.021484,225.98233,36.274422,74.578064,447.88409,1946.8843,99.193352
SSA,MLI,Mali,999,999,999,1,81.080063,91.227875,15.782856,16.17951,19.672279,136.29797,20.907177,68.358543,464.7291,2070.4893,66.911308
SSA,MLI,Mali,999,999,999,2,102.63831,98.041321,18.064037,19.625141,27.946001,168.8214,36.620975,70.542297,457.21725,2089.124,103.37051
SSA,MLI,Mali,999,999,999,3,129.2262,110.9289,22.641039,25.687805,39.255211,169.06151,60.541779,71.754982,485.31903,2116.3452,166.77429
SSA,MLI,Mali,999,999,999,999,86.669136,93.235138,16.468979,17.170181,21.876633,142.58852,25.22492,68.845177,464.78839,2075.5481,77.353767
HIC,MLT,Malta,0,0,0,1,80.715546,41.811295,11.808965,6.3087692,65.758896,295.67496,92.591164,68.671928,1122.0344,2326.4863,224.61578
HIC,MLT,Malta,0,0,0,2,84.384521,43.85495,11.868195,7.589572,62.81567,254.92989,101.04545,70.92688,1152.4707,2392.2771,243.28546
HIC,MLT,Malta,0,0,0,3,82.811844,45.843079,11.203269,7.5230269,60.405998,203.4492,117.2385,71.474617,1199.5415,2442.3518,274.47137
HIC,MLT,Malta,0,0,0,999,83.769943,44.351238,11.671017,7.5162935,62.233734,241.56764,105.43169,70.992554,1164.9747,2404.1758,251.63257
HIC,MLT,Malta,0,0,1,1,78.429062,42.842739,11.903458,6.2261415,65.598473,310.33746,104.86096,67.382195,1133.1499,2340.9688,277.21884
HIC,MLT,Malta,0,0,1,2,81.974129,44.880997,11.98,7.4998579,62.727806,267.39951,114.37961,69.574875,1163.5242,2407.1282,300.44019
HIC,MLT,Malta,0,0,1,3,80.498764,46.902874,11.280708,7.4472938,60.319729,213.93449,132.75909,70.103142,1210.6298,2457.7214,339.10663
HIC,MLT,Malta,0,0,1,999,81.39325,45.387398,11.772033,7.4309711,62.143288,253.54834,119.36134,69.637459,1176.041,2419.1633,310.78644
HIC,MLT,Malta,0,0,999,1,78.564606,42.781597,11.897856,6.23104,65.607986,309.46829,104.13361,67.458649,1132.491,2340.1104,274.10052
HIC,MLT,Malta,0,0,999,2,82.117012,44.820171,11.973372,7.5051756,62.733013,266.66028,113.58916,69.655014,1162.8689,2406.2478,297.05203
HIC,MLT,Malta,0,0,999,3,80.635887,46.84005,11.276118,7.4517837,60.324844,213.31293,131.83904,70.184441,1209.9724,2456.8105,335.27505
HIC,MLT,Malta,0,0,999,999,81.534142,45.32597,11.766044,7.436029,62.148651,252.83813,118.53558,69.717789,1175.385,2418.2747,307.27979
HIC,MLT,Malta,0,1,0,1,114.69734,85.686096,16.62875,7.4212351,93.009842,213.43974,55.452641,88.793961,993.90125,3035.9082,122.49823
HIC,MLT,Malta,0,1,0,2,119.91473,89.889481,16.788597,8.9173002,88.764206,184.25262,60.460239,91.716286,1020.6458,3123.1465,133.01915
HIC,MLT,Malta,0,1,0,3,117.80504,93.938965,15.816207,8.852704,85.393181,147.20744,70.161209,92.472061,1062.0509,3188.3381,149.7813
HIC,MLT,Malta,0,1,0,999,119.07788,90.898628,16.497168,8.8355513,87.955482,174.63165,63.090366,91.814842,1031.646,3138.5706,137.48523
HIC,MLT,Malta,0,1,1,1,111.41763,87.790733,16.780008,7.3499637,92.693008,224.26512,62.789749,87.072243,1003.5828,3055.4285,151.0499
HIC,MLT,Malta,0,1,1,2,116.43794,92.021225,16.944166,8.8118763,88.581268,193.28014,68.369766,89.962387,1029.8025,3142.7402,164.04318
HIC,MLT,Malta,0,1,1,3,114.53384,96.087479,15.923123,8.7576876,85.266083,154.7157,79.252441,90.67627,1072.3693,3206.1936,185.23352
HIC,MLT,Malta,0,1,1,999,115.66957,93.034142,16.638309,8.7346096,87.783279,183.28984,71.321854,90.050026,1041.1648,3157.6523,169.702
HIC,MLT,Malta,0,1,999,1,111.61205,87.665977,16.771042,7.3541889,92.711792,223.6234,62.354805,87.174301,1003.0089,3054.2715,149.35735
HIC,MLT,Malta,0,1,999,2,116.64405,91.894859,16.934944,8.8181267,88.59211,192.745,67.900894,90.06636,1029.2596,3141.5789,162.20409
HIC,MLT,Malta,0,1,999,3,114.72775,95.960114,15.916785,8.763319,85.273621,154.2706,78.713509,90.782722,1071.7576,3205.135,183.1319
HIC,MLT,Malta,0,1,999,999,115.87161,92.907547,16.629944,8.740593,87.793488,182.77658,70.833893,90.154648,1040.6005,3156.5212,167.79219
HIC,MLT,Malta,0,999,0,1,107.11674,75.898575,15.55356,7.173068,86.930748,231.78461,63.737434,84.305176,1022.4849,2877.6514,145.27843
HIC,MLT,Malta,0,999,0,2,111.98872,79.620178,15.690964,8.6211128,82.975655,200.0192,69.513916,87.078629,1050.0531,2960.1055,157.61717
